Duration (in seconds),Finished,ResponseId,Q578,Q579,Q580,Q271_1,Q271_2,Q271_3,Q271_4,Q271_5,Q271_6,Q78,Q77,Q76,Q75,Q74,Q581,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-2-1,F-1-2-2,F-1-2-3,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-2-1,F-2-2-2,F-2-2-3,F-3-1,F-3-1-1,F-3-2,F-3-1-2,F-3-3,F-3-1-3,F-3-2-1,F-3-2-2,F-3-2-3
422,TRUE,R_3mmiuIi78fc8vvc,Candidate 1,Candidate 2,Candidate 2,6,2,7 - Strongly agree,5,2,6,"Employed, full-time",Caucasian,Bachelor degree,Male,38,Never,Past Political Experience,Approximately 20 years,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Penal proceedings,No proceedings,Approximately 10 years,Welcome immigrants and organise human corridor,The candidate is under investigation for corruption,Past Political Experience,Approximately 20 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate has been convicted of corruption ,Approximately 20 years,Acceptance of immigrants conditional on certain requisites,No proceedings,Past Political Experience,Approximately 10 years,Policy Proposal,Welcome immigrants and organise human corridor,Penal proceedings,The candidate has been convicted of corruption ,None,Acceptance of immigrants conditional on certain requisites,No proceedings
414,TRUE,R_1q2HPmX240idyzu,Candidate 2,Candidate 2,Candidate 1,7 - Strongly agree,1 - Strongly disagree,4 - Neither agree nor disagree,3,4 - Neither agree nor disagree,5,"Employed, full-time",Caucasian,Bachelor degree,Female,47,Sometimes,Penal proceedings,The candidate is under investigation for corruption,Policy Proposal,Welcome immigrants and organise human corridor,Past Political Experience,None,The candidate is under investigation for corruption,Acceptance of immigrants conditional on certain requisites,None,Penal proceedings,No proceedings,Policy Proposal,Welcome immigrants and organise human corridor,Past Political Experience,Approximately 10 years,No proceedings,Acceptance of immigrants conditional on certain requisites,Approximately 20 years,Penal proceedings,No proceedings,Policy Proposal,Collective expulsion of immigrants and closure of the border,Past Political Experience,Approximately 20 years,No proceedings,Collective expulsion of immigrants and closure of the border,Approximately 10 years
402,TRUE,R_3dYzREw2apJjF1s,Candidate 1,Candidate 1,Candidate 1,6,1 - Strongly disagree,4 - Neither agree nor disagree,6,1 - Strongly disagree,3,"Employed, full-time",Caucasian,Some high school,Female,32,Regularly,Past Political Experience,Approximately 20 years,Policy Proposal,Welcome immigrants and organise human corridor,Penal proceedings,No proceedings,Approximately 20 years,Welcome immigrants and organise human corridor,The candidate is under investigation for corruption,Past Political Experience,Approximately 10 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate has been convicted of corruption ,Approximately 20 years,Acceptance of immigrants conditional on certain requisites,The candidate is under investigation for corruption,Past Political Experience,Approximately 20 years,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Penal proceedings,No proceedings,Approximately 20 years,Welcome immigrants and organise human corridor,No proceedings
427,TRUE,R_W0ZM8ONaJnsTUxr,Candidate 1,Candidate 1,Candidate 1,7 - Strongly agree,3,5,5,3,5,Unemployed,Caucasian,Bachelor degree,Female,58,Never,Past Political Experience,Approximately 10 years,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Penal proceedings,The candidate has been convicted of corruption ,None,Collective expulsion of immigrants and closure of the border,The candidate has been convicted of corruption ,Past Political Experience,Approximately 10 years,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Penal proceedings,The candidate is under investigation for corruption,None,Collective expulsion of immigrants and closure of the border,The candidate is under investigation for corruption,Past Political Experience,None,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Penal proceedings,The candidate is under investigation for corruption,None,Collective expulsion of immigrants and closure of the border,The candidate is under investigation for corruption
387,TRUE,R_yX8KjXH5j18CMBX,Candidate 2,Candidate 2,Candidate 2,7 - Strongly agree,2,6,3,3,5,"Employed, part time",Caucasian,Bachelor degree,Male,32,Never,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Collective expulsion of immigrants and closure of the border,Past Political Experience,Approximately 10 years,No proceedings,Welcome immigrants and organise human corridor,Approximately 20 years,Penal proceedings,No proceedings,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Past Political Experience,Approximately 20 years,No proceedings,Welcome immigrants and organise human corridor,Approximately 20 years,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Past Political Experience,Approximately 10 years,No proceedings,Welcome immigrants and organise human corridor,None
450,TRUE,R_ewYlmzXaOYNbji1,Candidate 2,Candidate 2,Candidate 2,6,3,5,5,2,6,Student,Caucasian,Master degree,Male,33,Never,Past Political Experience,None,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate is under investigation for corruption,Approximately 10 years,Collective expulsion of immigrants and closure of the border,The candidate has been convicted of corruption ,Past Political Experience,Approximately 20 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate is under investigation for corruption,None,Collective expulsion of immigrants and closure of the border,No proceedings,Past Political Experience,Approximately 20 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate is under investigation for corruption,Approximately 10 years,Welcome immigrants and organise human corridor,The candidate is under investigation for corruption
103,TRUE,R_3JsJXccWsJHcekV,Candidate 1,Candidate 1,Candidate 1,3,3,3,2,3,3,Self-employed,Caucasian,High school degree/ GED,Male,26,Regularly,Policy Proposal,Collective expulsion of immigrants and closure of the border,Past Political Experience,None,Penal proceedings,The candidate is under investigation for corruption,Welcome immigrants and organise human corridor,None,No proceedings,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Past Political Experience,None,Penal proceedings,No proceedings,Welcome immigrants and organise human corridor,None,No proceedings,Policy Proposal,Collective expulsion of immigrants and closure of the border,Past Political Experience,Approximately 10 years,Penal proceedings,The candidate is under investigation for corruption,Collective expulsion of immigrants and closure of the border,Approximately 10 years,The candidate has been convicted of corruption 
375,TRUE,R_3jYx2GmS4Sz512g,Candidate 1,Candidate 2,Candidate 1,6,3,6,3,3,5,Student,Caucasian,Some high school,Male,19,Regularly,Past Political Experience,Approximately 10 years,Policy Proposal,Welcome immigrants and organise human corridor,Penal proceedings,No proceedings,None,Welcome immigrants and organise human corridor,The candidate has been convicted of corruption ,Past Political Experience,Approximately 10 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate is under investigation for corruption,Approximately 10 years,Acceptance of immigrants conditional on certain requisites,The candidate has been convicted of corruption ,Past Political Experience,None,Policy Proposal,Welcome immigrants and organise human corridor,Penal proceedings,The candidate has been convicted of corruption ,None,Welcome immigrants and organise human corridor,The candidate has been convicted of corruption 
406,TRUE,R_1r2BzKmqRlcZbnl,Candidate 1,Candidate 2,Candidate 2,4 - Neither agree nor disagree,5,4 - Neither agree nor disagree,5,5,4 - Neither agree nor disagree,"Employed, full-time",Caucasian,Some college,Female,28,Regularly,Past Political Experience,Approximately 10 years,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Approximately 10 years,The candidate is under investigation for corruption,Collective expulsion of immigrants and closure of the border,Past Political Experience,None,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Approximately 10 years,No proceedings,Welcome immigrants and organise human corridor,Past Political Experience,None,Penal proceedings,The candidate is under investigation for corruption,Policy Proposal,Welcome immigrants and organise human corridor,Approximately 10 years,The candidate has been convicted of corruption ,Acceptance of immigrants conditional on certain requisites
475,TRUE,R_3huq5s55ozpXjJF,Candidate 1,Candidate 2,Candidate 1,6,3,4 - Neither agree nor disagree,5,3,6,"Employed, full-time",Caucasian,Bachelor degree,Female,26,Never,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate is under investigation for corruption,Past Political Experience,Approximately 10 years,Collective expulsion of immigrants and closure of the border,The candidate is under investigation for corruption,None,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate is under investigation for corruption,Past Political Experience,None,Welcome immigrants and organise human corridor,The candidate has been convicted of corruption ,Approximately 20 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,No proceedings,Past Political Experience,None,Acceptance of immigrants conditional on certain requisites,The candidate has been convicted of corruption ,Approximately 10 years
331,TRUE,R_3j6Avpy9Nz445e1,Candidate 2,Candidate 2,Candidate 1,7 - Strongly agree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,1 - Strongly disagree,7 - Strongly agree,"Employed, full-time",Asian,Master degree,Female,52,Sometimes,Past Political Experience,Approximately 10 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate is under investigation for corruption,None,Acceptance of immigrants conditional on certain requisites,No proceedings,Past Political Experience,Approximately 20 years,Policy Proposal,Welcome immigrants and organise human corridor,Penal proceedings,The candidate has been convicted of corruption ,Approximately 10 years,Acceptance of immigrants conditional on certain requisites,The candidate is under investigation for corruption,Past Political Experience,Approximately 10 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,No proceedings,Approximately 10 years,Collective expulsion of immigrants and closure of the border,No proceedings
424,TRUE,R_23agSZHiHRzCX4m,Candidate 1,Candidate 2,Candidate 1,7 - Strongly agree,4 - Neither agree nor disagree,5,4 - Neither agree nor disagree,4 - Neither agree nor disagree,5,Self-employed,Caucasian,Bachelor degree,Female,49,Regularly,Penal proceedings,No proceedings,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Past Political Experience,Approximately 10 years,The candidate is under investigation for corruption,Acceptance of immigrants conditional on certain requisites,Approximately 20 years,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Past Political Experience,None,The candidate is under investigation for corruption,Acceptance of immigrants conditional on certain requisites,Approximately 20 years,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Welcome immigrants and organise human corridor,Past Political Experience,Approximately 10 years,The candidate has been convicted of corruption ,Acceptance of immigrants conditional on certain requisites,Approximately 10 years
104,TRUE,R_9tUaIDjIeAyjhHH,Candidate 1,Candidate 1,Candidate 2,5,7 - Strongly agree,3,5,2,7 - Strongly agree,Self-employed,Asian,Some college,Female,22,Never,Past Political Experience,Approximately 20 years,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Acceptance of immigrants conditional on certain requisites,None,The candidate is under investigation for corruption,Collective expulsion of immigrants and closure of the border,Past Political Experience,Approximately 10 years,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Approximately 20 years,The candidate is under investigation for corruption,Acceptance of immigrants conditional on certain requisites,Past Political Experience,None,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Approximately 10 years,No proceedings,Acceptance of immigrants conditional on certain requisites
519,TRUE,R_9voL2pE5eP01aQ9,Candidate 1,Candidate 1,Candidate 2,6,3,6,3,2,7 - Strongly agree,"Employed, full-time",African American,Some college,Female,27,Never,Policy Proposal,Acceptance of immigrants conditional on certain requisites,Penal proceedings,No proceedings,Past Political Experience,Approximately 20 years,Acceptance of immigrants conditional on certain requisites,The candidate has been convicted of corruption ,Approximately 20 years,Policy Proposal,Collective expulsion of immigrants and closure of the border,Penal proceedings,The candidate is under investigation for corruption,Past Political Experience,Approximately 20 years,Collective expulsion of immigrants and closure of the border,The candidate has been convicted of corruption ,Approximately 10 years,Policy Proposal,Welcome immigrants and organise human corridor,Penal proceedings,The candidate has been convicted of corruption ,Past Political Experience,Approximately 20 years,Welcome immigrants and organise human corridor,The candidate has been convicted of corruption ,None
499,TRUE,R_qXyl29wJBgDdhdL,Candidate 2,Candidate 2,Candidate 2,5,6,5,4 - Neither agree nor disagree,2,6,"Employed, full-time",Caucasian,Bachelor degree,Male,33,Sometimes,Past Political Experience,None,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Collective expulsion of immigrants and closure of the border,None,The candidate is under investigation for corruption,Welcome immigrants and organise human corridor,Past Political Experience,Approximately 10 years,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Welcome immigrants and organise human corridor,Approximately 10 years,The candidate is under investigation for corruption,Acceptance of immigrants conditional on certain requisites,Past Political Experience,Approximately 20 years,Penal proceedings,The candidate is under investigation for corruption,Policy Proposal,Collective expulsion of immigrants and closure of the border,Approximately 10 years,No proceedings,Acceptance of immigrants conditional on certain requisites
510,TRUE,R_2cvdu0rrp1Y5ZTE,Candidate 2,Candidate 2,Candidate 2,7 - Strongly agree,1 - Strongly disagree,6,1 - Strongly disagree,4 - Neither agree nor disagree,7 - Strongly agree,Unemployed,Caucasian,Some college,Male,34,Never,Past Political Experience,Approximately 10 years,Penal proceedings,The candidate is under investigation for corruption,Policy Proposal,Collective expulsion of immigrants and closure of the border,Approximately 20 years,No proceedings,Collective expulsion of immigrants and closure of the border,Past Political Experience,Approximately 20 years,Penal proceedings,The candidate has been convicted of corruption ,Policy Proposal,Welcome immigrants and organise human corridor,None,No proceedings,Welcome immigrants and organise human corridor,Past Political Experience,Approximately 10 years,Penal proceedings,The candidate is under investigation for corruption,Policy Proposal,Welcome immigrants and organise human corridor,Approximately 20 years,The candidate has been convicted of corruption ,Acceptance of immigrants conditional on certain requisites
